"Id","LotArea","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MoSold","YrSold","SalePrice"
799,13518,"NridgHt","1Fam",9,5,2008,2009,7,2009,485000
800,7200,"SWISU","1Fam",5,7,1937,1950,6,2007,175000
801,12798,"ClearCr","1Fam",6,5,1997,1997,5,2008,200000
802,4800,"IDOTRR","1Fam",4,7,1916,1990,7,2007,109900
803,8199,"CollgCr","1Fam",7,5,2005,2005,10,2008,189000
804,13891,"NridgHt","1Fam",9,5,2008,2009,1,2009,582933
805,9000,"NAmes","1Fam",5,5,1954,1954,6,2006,118000
806,12274,"Somerst","1Fam",7,5,2008,2008,7,2008,227680
807,9750,"NAmes","1Fam",5,5,1967,1967,10,2006,135500
808,21384,"BrkSide","1Fam",5,6,1923,2004,5,2009,223500
809,13400,"NAmes","1Fam",5,5,1966,1966,6,2006,159950
810,8100,"OldTown","1Fam",5,5,1898,1965,11,2009,106000
811,10140,"NWAmes","1Fam",6,6,1974,1999,1,2006,181000
812,4438,"CollgCr","TwnhsE",6,5,2004,2004,6,2008,144500
813,8712,"IDOTRR","1Fam",5,5,1952,1952,6,2010,55993
814,9750,"NAmes","1Fam",6,6,1958,1958,4,2007,157900
815,8248,"Edwards","1Fam",5,7,1918,1950,7,2006,116000
816,12137,"CollgCr","1Fam",7,5,1998,1998,5,2010,224900
817,11425,"NAmes","1Fam",5,6,1954,1954,7,2006,137000
818,13265,"Mitchel","1Fam",8,5,2002,2002,7,2008,271000
819,8816,"ClearCr","1Fam",6,7,1971,1971,6,2010,155000
820,6371,"NridgHt","TwnhsE",7,5,2009,2010,6,2010,224000
821,7226,"CollgCr","1Fam",7,5,2003,2003,6,2008,183000
822,6000,"OldTown","2fmCon",4,4,1953,1953,2,2009,93000
823,12394,"Gilbert","1Fam",7,5,2003,2003,10,2007,225000
824,9900,"SWISU","1Fam",6,7,1940,1950,7,2009,139500
825,11216,"Somerst","1Fam",8,5,2006,2006,6,2006,232600
826,14803,"NridgHt","1Fam",10,5,2007,2008,6,2008,385000
827,6130,"BrkSide","1Fam",5,6,1924,1950,5,2008,109500
828,8529,"SawyerW","1Fam",7,5,2001,2001,4,2009,189000
829,28698,"ClearCr","1Fam",5,5,1967,1967,6,2009,185000
830,2544,"Somerst","Twnhs",7,5,2005,2005,7,2006,147400
831,11900,"NAmes","1Fam",6,5,1957,1957,6,2008,166000
832,3180,"Somerst","TwnhsE",7,5,2005,2005,6,2006,151000
833,9548,"CollgCr","1Fam",7,6,2003,2003,1,2010,237000
834,10004,"NAmes","1Fam",6,6,1964,1964,2,2009,167000
835,7875,"NAmes","1Fam",5,6,1961,1961,9,2008,139950
836,9600,"Sawyer","1Fam",4,7,1950,1995,2,2010,128000
837,8100,"OldTown","1Fam",5,6,1948,1973,6,2007,153500
838,1680,"BrDale","Twnhs",6,5,1973,1973,11,2008,100000
839,9525,"CollgCr","1Fam",5,6,1995,2006,6,2008,144000
840,11767,"Edwards","1Fam",5,6,1946,1995,5,2008,130500
841,12155,"SWISU","1Fam",6,8,1925,1950,3,2008,140000
842,10440,"OldTown","1Fam",5,8,1904,2002,6,2008,157500
843,9020,"NAmes","1Fam",6,7,1966,1966,5,2008,174900
844,8000,"NAmes","Duplex",5,4,1961,1961,7,2007,141000
845,12665,"OldTown","1Fam",5,8,1915,1950,6,2008,153900
846,16647,"Sawyer","1Fam",5,5,1975,1981,1,2007,171000
847,9317,"SawyerW","1Fam",7,5,1993,1993,7,2009,213000
848,15523,"CollgCr","1Fam",5,6,1972,1972,8,2009,133500
849,45600,"ClearCr","1Fam",6,8,1908,1997,9,2008,240000
850,9600,"Veenker","1Fam",6,7,1976,1994,8,2007,187000
851,4435,"CollgCr","TwnhsE",6,5,2003,2003,11,2007,131500
852,3196,"Blmngtn","TwnhsE",8,5,2003,2003,5,2006,215000
853,7128,"Crawfor","1Fam",7,5,1941,1950,8,2007,164000
854,12095,"NAmes","1Fam",6,6,1964,1964,8,2009,158000
855,17920,"Sawyer","1Fam",5,4,1955,1974,7,2006,170000
856,6897,"Sawyer","1Fam",5,8,1962,2010,4,2010,127000
857,10970,"CollgCr","1Fam",6,6,1978,1978,10,2008,147000
858,8125,"Gilbert","1Fam",6,5,1994,1995,3,2009,174000
859,10400,"NWAmes","1Fam",7,5,1976,1976,6,2009,152000
860,11029,"NWAmes","1Fam",6,7,1968,1984,8,2006,250000
861,7642,"Crawfor","1Fam",7,8,1918,1998,6,2007,189950
862,11625,"Sawyer","2fmCon",5,4,1965,1965,4,2010,131500
863,9672,"SawyerW","1Fam",6,5,1984,1985,5,2010,152000
864,7931,"NAmes","1Fam",5,5,1959,1959,7,2009,132500
865,8640,"Somerst","1Fam",7,5,2007,2008,5,2008,250580
866,8750,"NAmes","1Fam",5,6,1970,1970,8,2009,148500
867,10656,"Timber","1Fam",8,5,2006,2007,11,2007,248900
868,6970,"Sawyer","1Fam",4,5,1961,1961,5,2007,129000
869,14762,"Gilbert","1Fam",5,6,1948,1950,5,2006,169000
870,9938,"SawyerW","1Fam",7,5,1993,1994,6,2010,236000
871,6600,"NAmes","1Fam",5,5,1962,1962,8,2009,109500
872,8750,"CollgCr","1Fam",6,5,1998,1998,6,2010,200500
873,8892,"NAmes","1Fam",5,7,1953,1996,10,2008,116000
874,12144,"NAmes","1Fam",5,7,1949,1950,9,2009,133000
875,5720,"OldTown","1Fam",5,6,1941,1950,8,2009,66500
876,9000,"Somerst","1Fam",8,5,2007,2007,8,2007,303477
877,25286,"Mitchel","1Fam",4,5,1963,1963,1,2007,132250
878,8834,"NridgHt","1Fam",9,5,2004,2005,6,2009,350000
879,11782,"Sawyer","1Fam",5,7,1961,1995,6,2010,148000
880,7000,"CollgCr","1Fam",5,8,1978,2005,7,2009,136500
881,7024,"Edwards","1Fam",5,5,2005,2006,6,2007,157000
882,13758,"Timber","1Fam",7,5,1990,1991,4,2007,187500
883,9636,"Gilbert","1Fam",6,5,1992,1993,12,2009,178000
884,6204,"SWISU","1Fam",4,5,1912,1950,3,2006,118500
885,7150,"NAmes","1Fam",5,5,1967,1967,7,2009,100000
886,5119,"Somerst","TwnhsE",9,5,1999,2000,1,2008,328900
887,8393,"NAmes","Duplex",5,5,1959,2005,6,2006,145000
888,16466,"Edwards","1Fam",5,7,1955,1955,4,2008,135500
889,15865,"NAmes","1Fam",8,6,1970,1970,10,2007,268000
890,12160,"NAmes","1Fam",6,4,1953,1953,2,2009,149500
891,8064,"NAmes","1Fam",5,7,1949,2006,7,2007,122900
892,11184,"Sawyer","1Fam",6,5,1978,1978,7,2009,172500
893,8414,"Sawyer","1Fam",6,8,1963,2003,2,2006,154500
894,13284,"Sawyer","1Fam",5,5,1954,1954,6,2008,165000
895,7018,"SawyerW","Duplex",5,5,1979,1979,6,2009,118858
896,7056,"NAmes","1Fam",6,5,1963,1963,10,2008,140000
897,8765,"IDOTRR","1Fam",4,6,1936,1950,4,2006,106500
898,7018,"SawyerW","Duplex",5,5,1979,1979,6,2009,142953
899,12919,"NridgHt","1Fam",9,5,2009,2010,3,2010,611657
900,6993,"Sawyer","1Fam",5,7,1961,1994,6,2006,135000
901,7340,"NAmes","1Fam",4,6,1971,1971,6,2007,110000
902,8712,"NAmes","1Fam",5,7,1957,2000,5,2009,153000
903,7875,"Gilbert","1Fam",7,5,2003,2003,7,2006,180000
904,14859,"Gilbert","1Fam",7,5,2006,2006,8,2006,240000
905,6173,"Sawyer","1Fam",5,6,1967,1967,8,2007,125500
906,9920,"NAmes","1Fam",5,5,1954,1954,2,2010,128000
907,13501,"Somerst","1Fam",8,5,2006,2006,6,2007,255000
908,11500,"Crawfor","1Fam",7,7,1936,1987,6,2006,250000
909,8885,"Mitchel","1Fam",5,5,1983,1983,6,2006,131000
910,12589,"Gilbert","1Fam",6,5,2005,2005,6,2009,174000
911,11600,"NAmes","Duplex",5,5,1960,1960,1,2010,154300
912,9286,"CollgCr","1Fam",5,7,1977,1989,10,2009,143500
913,6120,"BrkSide","1Fam",5,7,1925,1950,7,2006,88000
914,6270,"Crawfor","Duplex",5,6,1949,1950,8,2007,145000
915,3000,"Somerst","TwnhsE",6,5,2009,2009,6,2009,173733
916,2001,"MeadowV","Twnhs",4,5,1970,1970,1,2007,75000
917,9000,"IDOTRR","1Fam",2,3,1949,1950,10,2006,35311
918,17140,"Edwards","1Fam",4,6,1956,1956,4,2009,135000
919,13125,"SawyerW","1Fam",7,5,1991,1991,11,2007,238000
920,11029,"NAmes","1Fam",6,8,1958,2002,5,2008,176500
921,8462,"SawyerW","1Fam",6,5,1994,1994,7,2007,201000
922,8777,"Edwards","Duplex",5,7,1900,2003,9,2008,145900
923,10237,"Gilbert","1Fam",6,5,2005,2006,10,2006,169990
924,8012,"SawyerW","TwnhsE",6,5,1993,1994,7,2008,193000
925,10240,"NWAmes","1Fam",6,6,1980,1980,5,2006,207500
926,15611,"NWAmes","1Fam",5,6,1977,1977,3,2008,175000
927,11999,"NridgHt","1Fam",8,5,2003,2004,5,2007,285000
928,9900,"NWAmes","1Fam",7,5,1968,1968,4,2008,176000
929,11838,"CollgCr","1Fam",8,5,2001,2001,6,2009,236500
930,13006,"Gilbert","1Fam",7,5,1997,1997,11,2006,222000
931,8925,"Timber","1Fam",8,5,2007,2007,7,2009,201000
932,9100,"NAmes","1Fam",5,6,1965,1965,7,2009,117500
933,11670,"Somerst","1Fam",9,5,2006,2006,3,2007,320000
934,8487,"CollgCr","1Fam",7,5,2004,2004,8,2009,190000
935,27650,"NAmes","1Fam",7,7,1960,2007,11,2008,242000
936,5825,"BrkSide","1Fam",4,5,1926,1953,6,2006,79900
937,10083,"SawyerW","1Fam",7,5,2003,2003,8,2009,184900
938,9675,"Somerst","1Fam",7,5,2005,2005,2,2009,253000
939,8760,"CollgCr","1Fam",7,5,2006,2006,8,2006,239799
940,24090,"ClearCr","1Fam",7,7,1940,1950,6,2010,244400
941,12640,"Mitchel","Duplex",6,5,1976,1976,7,2006,150900
942,8755,"Gilbert","1Fam",7,5,1999,1999,6,2009,214000
943,7711,"Edwards","Duplex",4,3,1977,1977,8,2007,150000
944,25000,"Mitchel","Duplex",5,4,1967,1967,6,2007,143000
945,14375,"Timber","1Fam",6,6,1958,1958,1,2009,137500
946,8820,"OldTown","1Fam",5,6,1890,1996,9,2009,124900
947,8163,"NAmes","1Fam",5,6,1959,1959,3,2006,143000
948,14536,"Timber","1Fam",8,5,2002,2003,11,2007,270000
949,14006,"CollgCr","1Fam",7,5,2002,2002,2,2006,192500
950,9360,"NWAmes","1Fam",6,7,1972,2006,3,2010,197500
951,7200,"NAmes","1Fam",5,8,1950,2002,7,2007,129000
952,7800,"SawyerW","1Fam",5,5,1965,1965,7,2006,119900
953,7200,"CollgCr","1Fam",5,8,1972,2003,4,2009,133900
954,11075,"Mitchel","1Fam",5,4,1969,1969,9,2008,172000
955,9400,"Edwards","Duplex",6,5,1975,1975,10,2006,127500
956,7136,"Crawfor","Duplex",6,6,1946,1950,8,2007,145000
957,1300,"Blueste","TwnhsE",6,6,1980,1980,5,2009,124000
958,7420,"Sawyer","1Fam",5,5,1962,1962,4,2007,132000
959,8450,"CollgCr","1Fam",7,5,2003,2003,10,2007,185000
960,2572,"Somerst","Twnhs",7,5,1999,1999,5,2010,155000
961,7207,"BrkSide","1Fam",5,7,1958,2008,2,2010,116500
962,12227,"NWAmes","1Fam",6,7,1977,1995,7,2008,272000
963,2308,"NPkVill","TwnhsE",6,6,1976,1976,7,2007,155000
964,11923,"CollgCr","1Fam",9,5,2007,2007,5,2009,239000
965,11316,"Timber","1Fam",7,5,2002,2003,2,2010,214900
966,10237,"Gilbert","1Fam",6,5,2005,2007,7,2007,178900
967,9600,"Crawfor","1Fam",5,7,1940,1950,6,2009,160000
968,7390,"NAmes","1Fam",5,7,1955,1955,7,2008,135000
969,5925,"OldTown","1Fam",3,6,1910,1950,5,2009,37900
970,10382,"NAmes","2fmCon",6,5,1958,1958,3,2006,140000
971,10800,"NAmes","1Fam",4,4,1949,1950,12,2006,135000
972,2268,"NridgHt","Twnhs",7,5,2003,2004,7,2009,173000
973,7892,"SawyerW","TwnhsE",6,5,1979,1979,4,2010,99500
974,11639,"Somerst","1Fam",7,5,2007,2008,12,2008,182000
975,11414,"BrkSide","1Fam",7,8,1910,1993,10,2009,167500
976,2651,"Somerst","Twnhs",7,5,2000,2000,4,2006,165000
977,5900,"BrkSide","1Fam",4,7,1923,1958,8,2006,85500
978,4274,"Somerst","TwnhsE",7,5,2006,2007,11,2007,199900
979,9450,"Edwards","1Fam",4,5,1954,1954,5,2007,110000
980,8816,"Sawyer","1Fam",5,6,1963,1963,6,2009,139000
981,12122,"NAmes","1Fam",7,9,1961,2007,7,2008,178400
982,12203,"NoRidge","1Fam",8,5,1998,1999,7,2009,336000
983,3182,"Blmngtn","1Fam",7,5,2007,2007,3,2008,159895
984,11250,"CollgCr","1Fam",8,5,2002,2002,5,2008,255900
985,10125,"Mitchel","Duplex",5,5,1977,1977,8,2009,126000
986,10880,"Edwards","2fmCon",5,5,1950,1950,8,2008,125000
987,5310,"OldTown","1Fam",6,8,1910,2003,6,2006,117000
988,10159,"NridgHt","1Fam",9,5,2009,2010,4,2010,395192
989,12046,"NWAmes","1Fam",6,6,1976,1976,6,2007,195000
990,8125,"Somerst","1Fam",7,5,2006,2006,8,2006,197000
991,9452,"NoRidge","1Fam",8,5,1997,1998,6,2006,348000
992,17671,"OldTown","1Fam",8,9,1882,1986,11,2009,168000
993,9760,"NAmes","1Fam",6,8,1964,1993,7,2007,187000
994,8846,"CollgCr","1Fam",6,5,2005,2006,8,2006,173900
995,12456,"NridgHt","1Fam",10,5,2006,2007,7,2009,337500
996,4712,"BrkSide","1Fam",4,7,1946,1950,8,2006,121600
997,10659,"NAmes","1Fam",5,6,1961,1961,1,2006,136500
998,11717,"NWAmes","1Fam",6,6,1970,1970,2,2009,185000
999,9786,"IDOTRR","1Fam",3,4,1922,1950,5,2006,91000
1000,6762,"CollgCr","1Fam",7,5,2006,2006,2,2010,206000
1001,10206,"Edwards","1Fam",3,3,1952,1952,7,2009,82000
1002,5400,"OldTown","1Fam",5,6,1920,1950,1,2007,86000
1003,11957,"Somerst","1Fam",8,5,2006,2006,7,2008,232000
1004,11500,"NWAmes","Duplex",5,6,1976,1976,6,2007,136905
1005,3182,"Blmngtn","TwnhsE",7,5,2005,2006,5,2009,181000
1006,8385,"CollgCr","1Fam",5,8,1977,1977,11,2008,149900
1007,12155,"NAmes","1Fam",6,3,1970,1970,3,2007,163500
1008,2217,"MeadowV","TwnhsE",4,4,1970,1970,8,2009,88000
1009,12118,"Mitchel","1Fam",7,5,2004,2005,4,2009,240000
1010,6000,"SWISU","1Fam",5,5,1926,1950,6,2006,102000
1011,21286,"Sawyer","1Fam",5,5,1948,1950,8,2008,135000
1012,9825,"Edwards","Duplex",5,5,1965,1965,5,2010,100000
1013,10592,"Crawfor","1Fam",6,7,1923,1996,8,2007,165000
1014,7200,"OldTown","1Fam",5,4,1910,2006,6,2009,85000
1015,11664,"NAmes","1Fam",6,5,1948,1950,11,2007,119200
1016,8400,"NWAmes","1Fam",8,6,2001,2001,11,2009,227000
1017,11883,"CollgCr","1Fam",7,5,1996,1996,6,2009,203000
1018,5814,"StoneBr","TwnhsE",8,5,1984,1984,8,2009,187500
1019,10784,"Gilbert","1Fam",7,5,1991,1992,5,2007,160000
1020,3013,"Blmngtn","TwnhsE",7,5,2005,2005,4,2006,213490
1021,7024,"Edwards","1Fam",4,5,2005,2005,6,2008,176000
1022,7406,"CollgCr","1Fam",7,5,2006,2006,7,2006,194000
1023,9439,"OldTown","1Fam",5,5,1930,1950,3,2007,87000
1024,3182,"Blmngtn","TwnhsE",7,5,2005,2006,5,2008,191000
1025,15498,"Timber","1Fam",8,6,1976,1976,5,2008,287000
1026,7700,"CollgCr","1Fam",5,5,1972,1972,3,2007,112500
1027,9300,"NAmes","1Fam",5,5,1960,1960,4,2010,167500
1028,9520,"Timber","1Fam",8,5,2007,2008,4,2008,293077
1029,9492,"NAmes","1Fam",5,5,1941,1950,4,2007,105000
1030,1680,"BrDale","Twnhs",6,7,1972,1972,5,2006,118000
1031,7082,"SWISU","2fmCon",5,8,1916,1995,7,2006,160000
1032,15863,"SWISU","1Fam",7,3,1920,1970,8,2009,197000
1033,14541,"NoRidge","1Fam",8,7,1993,1993,11,2006,310000
1034,8125,"CollgCr","1Fam",7,5,2002,2002,2,2006,230000
1035,6305,"Crawfor","1Fam",5,7,1938,1950,6,2007,119750
1036,11500,"Edwards","1Fam",4,3,1957,1957,1,2009,84000
1037,12898,"Timber","1Fam",9,5,2007,2008,9,2009,315500
1038,9240,"CollgCr","1Fam",8,5,2001,2002,9,2008,287000
1039,1533,"MeadowV","Twnhs",4,6,1970,2008,5,2009,97000
1040,1477,"MeadowV","TwnhsE",4,4,1970,1970,4,2009,80000
1041,13125,"Sawyer","1Fam",5,4,1957,2000,1,2006,155000
1042,9130,"NWAmes","1Fam",6,8,1966,2000,7,2008,173000
1043,5381,"NridgHt","Twnhs",6,5,2005,2005,8,2009,196000
1044,11839,"SawyerW","1Fam",7,5,1990,1990,5,2008,262280
1045,9600,"NWAmes","1Fam",8,5,1981,1981,7,2009,278000
1046,13680,"Edwards","1Fam",3,5,1955,1955,6,2009,139600
1047,16056,"StoneBr","1Fam",9,5,2005,2006,7,2006,556581
1048,9245,"CollgCr","1Fam",5,5,1994,1995,2,2008,145000
1049,21750,"Mitchel","1Fam",5,4,1960,2006,11,2009,115000
1050,11100,"Edwards","1Fam",4,7,1946,2006,4,2010,84900
1051,8993,"Gilbert","1Fam",7,5,2007,2007,8,2007,176485
1052,11175,"CollgCr","1Fam",7,5,2007,2007,10,2007,200141
1053,9500,"NAmes","1Fam",6,6,1964,1978,6,2007,165000
1054,8562,"Edwards","1Fam",5,6,1957,2002,5,2010,144500
1055,11367,"CollgCr","1Fam",8,5,2002,2002,11,2006,255000
1056,11361,"NWAmes","1Fam",6,5,1976,1976,5,2008,180000
1057,7052,"NridgHt","TwnhsE",7,5,2005,2005,6,2006,185850
1058,29959,"NoRidge","1Fam",7,6,1994,1994,1,2009,248000
1059,11308,"NridgHt","1Fam",9,5,2008,2008,7,2009,335000
1060,11275,"Crawfor","1Fam",6,7,1932,1950,3,2007,220000
1061,4920,"StoneBr","TwnhsE",8,5,2001,2001,4,2010,213500
1062,18000,"IDOTRR","1Fam",3,4,1935,1950,8,2008,81000
1063,13600,"OldTown","2fmCon",5,5,1900,1950,9,2007,90000
1064,6000,"OldTown","1Fam",6,6,1925,1980,7,2006,110500
1065,11000,"NAmes","1Fam",5,6,1966,1966,11,2009,154000
1066,14000,"ClearCr","1Fam",7,5,1996,1997,4,2010,328000
1067,7837,"Gilbert","1Fam",6,7,1993,1994,5,2009,178000
1068,9760,"NAmes","1Fam",6,6,1964,1964,6,2008,167900
1069,3964,"MeadowV","TwnhsE",6,4,1973,1973,6,2006,151400
1070,9600,"NAmes","1Fam",5,7,1949,2003,5,2007,135000
1071,10152,"NAmes","1Fam",5,5,1956,1956,6,2007,135000
1072,11700,"NWAmes","1Fam",6,6,1968,1968,5,2009,154000
1073,7585,"Edwards","1Fam",5,3,1948,1950,8,2006,91500
1074,7950,"Edwards","1Fam",6,6,1977,1977,7,2009,159500
1075,8556,"CollgCr","1Fam",7,5,2006,2006,5,2007,194000
1076,13125,"Crawfor","1Fam",7,6,1940,1984,7,2007,219500
1077,10800,"OldTown","1Fam",5,8,1936,1989,4,2006,170000
1078,15870,"NAmes","1Fam",5,5,1969,1969,3,2006,138800
1079,4435,"CollgCr","TwnhsE",6,5,2004,2004,5,2006,155900
1080,8775,"CollgCr","1Fam",5,5,1994,1994,4,2007,126000
1081,11040,"NWAmes","1Fam",6,7,1971,2004,10,2008,145000
1082,7500,"Sawyer","1Fam",5,5,1963,1963,6,2010,133000
1083,8749,"CollgCr","1Fam",7,5,2002,2002,9,2007,192000
1084,8800,"NAmes","1Fam",6,6,1964,1964,3,2006,160000
1085,13031,"Gilbert","1Fam",6,5,1995,1996,7,2006,187500
1086,9069,"SawyerW","1Fam",6,6,1992,1992,4,2010,147000
1087,1974,"MeadowV","TwnhsE",4,5,1973,1973,5,2010,83500
1088,10574,"Somerst","1Fam",8,5,2005,2006,5,2009,252000
1089,2522,"Edwards","Twnhs",7,5,2004,2004,4,2006,137500
1090,3316,"Somerst","TwnhsE",8,5,2005,2005,4,2006,197000
1091,8544,"NAmes","Duplex",3,4,1950,1950,6,2009,92900
1092,2160,"Somerst","Twnhs",7,5,1999,2000,3,2008,160000
1093,8400,"SWISU","1Fam",6,5,1925,1950,6,2008,136500
1094,9230,"NAmes","1Fam",5,8,1965,1998,10,2006,146000
1095,5868,"NAmes","1Fam",5,7,1956,2000,5,2010,129000
1096,9317,"CollgCr","1Fam",6,5,2006,2006,3,2007,176432
1097,6882,"IDOTRR","1Fam",6,7,1914,2006,3,2007,127000
1098,3696,"StoneBr","TwnhsE",8,5,1986,1986,10,2007,170000
1099,6000,"BrkSide","1Fam",4,6,1936,1950,7,2009,128000
1100,11880,"NWAmes","1Fam",7,5,1978,1978,4,2009,157000
1101,8400,"SWISU","1Fam",2,5,1920,1950,1,2009,60000
1102,9758,"NAmes","1Fam",5,5,1971,1971,7,2007,119500
1103,7000,"NAmes","1Fam",5,7,1960,2002,4,2007,135000
1104,8910,"NAmes","1Fam",6,6,1959,1959,7,2006,159500
1105,2016,"BrDale","TwnhsE",5,5,1970,1970,4,2007,106000
1106,12256,"NoRidge","1Fam",8,5,1994,1995,4,2010,325000
1107,10357,"SawyerW","1Fam",7,5,1990,1991,5,2007,179900
1108,23257,"Gilbert","1Fam",7,5,2006,2006,9,2006,274725
1109,8063,"Gilbert","1Fam",6,5,2000,2000,11,2007,181000
1110,11362,"NridgHt","1Fam",8,5,2004,2005,3,2009,280000
1111,8000,"Gilbert","1Fam",6,5,1995,1996,6,2008,188000
1112,10480,"NWAmes","1Fam",7,6,1976,1976,9,2008,205000
1113,7100,"NAmes","1Fam",5,7,1957,1957,7,2006,129900
1114,8923,"NAmes","1Fam",5,7,1953,2006,5,2007,134500
1115,5400,"OldTown","1Fam",5,7,1954,2000,8,2006,117000
1116,12085,"NridgHt","1Fam",8,5,2007,2007,11,2007,318000
1117,7750,"Gilbert","1Fam",8,5,2002,2002,3,2009,184100
1118,9764,"Sawyer","1Fam",5,7,1967,2003,5,2008,130000
1119,13825,"Sawyer","1Fam",5,6,1958,1987,12,2008,140000
1120,7560,"NAmes","1Fam",5,5,1959,1959,7,2006,133700
1121,8263,"IDOTRR","1Fam",6,5,1920,1950,5,2007,118400
1122,10084,"CollgCr","1Fam",7,5,2005,2006,7,2006,212900
1123,8926,"Edwards","1Fam",4,3,1956,1956,10,2009,112000
1124,9405,"Edwards","1Fam",5,9,1947,2008,6,2009,118000
1125,9125,"Gilbert","1Fam",7,5,1992,1992,7,2007,163900
1126,10434,"NAmes","1Fam",4,5,1955,1955,11,2009,115000
1127,3684,"Blmngtn","TwnhsE",7,5,2007,2007,6,2009,174000
1128,14572,"Gilbert","1Fam",7,5,2004,2004,11,2007,259000
1129,11796,"Gilbert","1Fam",7,5,2004,2005,7,2007,215000
1130,7200,"OldTown","Duplex",5,5,1980,1980,8,2007,140000
1131,7804,"SWISU","1Fam",4,3,1928,1950,12,2009,135000
1132,10712,"Mitchel","1Fam",5,5,1991,1992,9,2007,93500
1133,9900,"OldTown","1Fam",6,4,1880,1950,5,2007,117500
1134,9828,"SawyerW","1Fam",8,5,1995,1995,6,2009,239500
1135,8773,"Gilbert","1Fam",6,5,1997,1997,8,2007,169000
1136,6180,"BrkSide","1Fam",6,5,1926,1950,5,2007,102000
1137,9600,"NAmes","1Fam",6,5,1950,1950,4,2008,119000
1138,6342,"Sawyer","1Fam",5,8,1875,1996,5,2010,94000
1139,9819,"Mitchel","1Fam",6,5,1977,1977,5,2009,196000
1140,8731,"BrkSide","1Fam",5,5,1920,1950,5,2007,144000
1141,7350,"NAmes","1Fam",5,7,1951,1951,6,2008,139000
1142,10304,"NWAmes","1Fam",5,7,1976,1976,10,2009,197500
1143,9965,"CollgCr","1Fam",8,5,2006,2007,4,2007,424870
1144,9000,"Sawyer","1Fam",5,3,1959,1959,7,2008,80000
1145,12180,"Edwards","2fmCon",4,4,1941,1950,7,2010,80000
1146,6240,"BrkSide","1Fam",5,6,1928,1950,8,2006,149000
1147,11200,"SawyerW","1Fam",6,5,1985,1985,5,2006,180000
1148,12000,"Crawfor","1Fam",7,7,1941,1950,7,2009,174500
1149,5700,"OldTown","1Fam",7,7,1926,1950,8,2008,116900
1150,9000,"OldTown","1Fam",7,9,1920,1988,7,2009,143000
1151,8280,"NAmes","1Fam",6,5,1950,1950,11,2007,124000
1152,17755,"Edwards","1Fam",5,4,1959,1959,11,2006,149900
1153,14115,"Crawfor","1Fam",6,7,1956,2004,7,2006,230000
1154,5890,"IDOTRR","1Fam",6,8,1930,2007,6,2008,120500
1155,13700,"NAmes","1Fam",7,6,1965,1988,5,2008,201800
1156,10768,"Veenker","1Fam",5,8,1976,2004,7,2007,218000
1157,9350,"NAmes","1Fam",5,8,1965,1999,10,2008,179900
1158,5001,"NridgHt","Twnhs",7,5,2007,2008,7,2009,230000
1159,11932,"Somerst","1Fam",8,5,2007,2008,6,2008,235128
1160,9120,"NWAmes","1Fam",6,6,1974,1974,7,2008,185000
1161,2280,"NPkVill","Twnhs",6,5,1978,1978,7,2010,146000
1162,14778,"Crawfor","1Fam",6,7,1954,2006,11,2008,224000
1163,8724,"Sawyer","1Fam",5,5,1968,1968,5,2007,129000
1164,12900,"Sawyer","Duplex",4,4,1969,1969,1,2008,108959
1165,16157,"Veenker","1Fam",5,7,1978,1978,6,2007,194000
1166,9541,"NridgHt","1Fam",7,5,2009,2009,9,2009,233170
1167,10475,"CollgCr","1Fam",8,5,2008,2008,2,2010,245350
1168,10852,"Gilbert","1Fam",6,5,2000,2000,2,2006,173000
1169,13728,"Edwards","1Fam",6,7,1935,1986,7,2008,235000
1170,35760,"NoRidge","1Fam",10,5,1995,1996,7,2006,625000
1171,9880,"Mitchel","1Fam",6,6,1977,1977,7,2008,171000
1172,9120,"NAmes","1Fam",6,6,1958,1958,11,2008,163000
1173,4017,"Somerst","TwnhsE",7,5,2006,2007,3,2008,171900
1174,18030,"ClearCr","1Fam",5,6,1946,1994,3,2007,200500
1175,16560,"Crawfor","1Fam",6,8,1932,1950,7,2006,239000
1176,10678,"NoRidge","1Fam",8,5,1992,2000,4,2007,285000
1177,6951,"Mitchel","1Fam",5,5,1984,1985,10,2008,119500
1178,3950,"OldTown","1Fam",6,8,1926,2004,12,2009,115000
1179,7681,"Crawfor","1Fam",5,6,1921,1950,7,2009,154900
1180,8335,"Edwards","1Fam",5,5,1954,1954,4,2006,93000
1181,11170,"Timber","1Fam",7,5,1990,1991,4,2006,250000
1182,5587,"Crawfor","TwnhsE",8,5,2008,2008,11,2008,392500
1183,15623,"NoRidge","1Fam",10,5,1996,1996,7,2007,745000
1184,10800,"OldTown","1Fam",5,6,1920,1950,6,2006,120000
1185,35133,"Timber","1Fam",5,4,1963,1963,5,2007,186700
1186,9738,"Edwards","1Fam",5,7,1924,1950,3,2006,104900
1187,10615,"OldTown","2fmCon",3,5,1900,1970,8,2009,95000
1188,12461,"NoRidge","1Fam",8,5,1994,1995,7,2006,262000
1189,8935,"CollgCr","1Fam",7,5,2002,2002,7,2009,195000
1190,7500,"Gilbert","1Fam",7,5,1999,1999,6,2010,189000
1191,32463,"Mitchel","2fmCon",4,4,1961,1975,3,2007,168000
1192,2645,"Somerst","Twnhs",8,5,1999,2000,11,2007,174000
